Frame,Pillar1,Pillar2,Pillar3
1,1.2376,0.1244,1.1948
2,1.2372,0.1241,1.1947
3,1.2361,0.1233,1.1944
4,1.2344,0.122,1.1939
5,1.232,0.1201,1.1933
6,1.2288,0.1178,1.1925
7,1.2251,0.115,1.1915
8,1.2207,0.1119,1.1904
9,1.2157,0.1084,1.1892
10,1.2101,0.1046,1.1878
11,1.2039,0.1007,1.1863
12,1.1971,0.0966,1.1847
13,1.1898,0.0926,1.183
14,1.1819,0.0888,1.1813
15,1.1735,0.0853,1.1795
16,1.1645,0.0824,1.1776
17,1.1551,0.0803,1.1757
18,1.1452,0.0792,1.1738
19,1.1348,0.0794,1.1718
20,1.1239,0.0811,1.1699
21,1.1126,0.0844,1.168
22,1.1009,0.0891,1.1662
23,1.0887,0.0954,1.1644
24,1.0762,0.1029,1.1627
25,1.0632,0.1116,1.161
26,1.0499,0.1214,1.1595
27,1.0362,0.1321,1.1581
28,1.0222,0.1436,1.1568
29,1.0079,0.1558,1.1556
30,0.9933,0.1686,1.1547
31,0.9783,0.182,1.1538
32,0.9631,0.1959,1.1532
33,0.9476,0.2102,1.1528
34,0.9319,0.2249,1.1526
35,0.9159,0.24,1.1526
36,0.8997,0.2554,1.1528
37,0.8832,0.2711,1.1532
38,0.8666,0.2871,1.1539
39,0.8498,0.3033,1.1549
40,0.8329,0.3198,1.1561
41,0.8158,0.3365,1.1576
42,0.7985,0.3533,1.1593
43,0.7812,0.3703,1.1614
44,0.7637,0.3875,1.1637
45,0.7461,0.4048,1.1662
46,0.7285,0.4222,1.1691
47,0.7108,0.4397,1.1722
48,0.6931,0.4573,1.1756
49,0.6753,0.4749,1.1792
50,0.6575,0.4925,1.1831
51,0.6397,0.5102,1.1873
52,0.622,0.5279,1.1917
53,0.6042,0.5456,1.1964
54,0.5865,0.5633,1.2013
55,0.5689,0.5809,1.2064
56,0.5513,0.5985,1.2118
57,0.5339,0.616,1.2174
58,0.5165,0.6334,1.2231
59,0.4993,0.6507,1.2291
60,0.4821,0.6679,1.2352
61,0.4652,0.685,1.2415
62,0.4484,0.7019,1.2479
63,0.4318,0.7186,1.2545
64,0.4154,0.7352,1.2612
65,0.3992,0.7516,1.268
66,0.3833,0.7678,1.2748
67,0.3676,0.7837,1.2818
68,0.3521,0.7994,1.2887
69,0.337,0.8149,1.2958
70,0.3221,0.8301,1.3028
71,0.3076,0.845,1.3099
72,0.2934,0.8597,1.3169
73,0.2796,0.874,1.3239
74,0.2661,0.888,1.3309
75,0.253,0.9016,1.3378
76,0.2404,0.9149,1.3446
77,0.2281,0.9278,1.3514
78,0.2163,0.9404,1.358
79,0.205,0.9525,1.3645
80,0.1942,0.9642,1.3708
81,0.1838,0.9755,1.377
82,0.174,0.9864,1.383
83,0.1648,0.9968,1.3888
84,0.1561,1.0067,1.3943
85,0.1479,1.0161,1.3997
86,0.1404,1.0251,1.4048
87,0.1335,1.0335,1.4096
88,0.1272,1.0414,1.4142
89,0.1214,1.0487,1.4185
90,0.1163,1.0555,1.4225
91,0.1118,1.0617,1.4261
92,0.1079,1.0673,1.4294
93,0.1045,1.0723,1.4324
94,0.1017,1.0767,1.435
95,0.0994,1.0805,1.4373
96,0.0976,1.0836,1.4391
97,0.0962,1.086,1.4406
98,0.0952,1.0878,1.4417
99,0.0947,1.0888,1.4423
100,0.0946,1.0892,1.4425
101,0.0952,1.0883,1.442
102,0.0969,1.0856,1.4404
103,0.0997,1.0813,1.4379
104,0.1037,1.0752,1.4344
105,0.1091,1.0676,1.4299
106,0.1158,1.0584,1.4247
107,0.124,1.0478,1.4186
108,0.1337,1.0358,1.4118
109,0.1449,1.0224,1.4043
110,0.1576,1.0077,1.3962
111,0.1717,0.9919,1.3876
112,0.1871,0.9748,1.3784
113,0.2038,0.9567,1.3689
114,0.2218,0.9375,1.3589
115,0.2409,0.9174,1.3487
116,0.261,0.8963,1.3383
117,0.2821,0.8744,1.3277
118,0.3041,0.8517,1.3171
119,0.327,0.8283,1.3064
120,0.3506,0.8042,1.2958
121,0.3748,0.7795,1.2852
122,0.3997,0.7543,1.2749
123,0.4251,0.7286,1.2648
124,0.451,0.7025,1.255
125,0.4774,0.676,1.2455
126,0.504,0.6493,1.2365
127,0.5309,0.6223,1.2279
128,0.5581,0.5952,1.2198
129,0.5854,0.568,1.2122
130,0.6128,0.5408,1.2052
131,0.6402,0.5136,1.1988
132,0.6675,0.4865,1.193
133,0.6948,0.4596,1.1879
134,0.7218,0.4329,1.1833
135,0.7487,0.4066,1.1795
136,0.7752,0.3806,1.1762
137,0.8014,0.3551,1.1736
138,0.8272,0.3301,1.1717
139,0.8525,0.3058,1.1703
140,0.8773,0.2822,1.1694
141,0.9014,0.2594,1.1691
142,0.9249,0.2375,1.1693
143,0.9476,0.2167,1.17
144,0.9696,0.1969,1.171
145,0.9907,0.1785,1.1724
146,1.0109,0.1615,1.1741
147,1.0301,0.1461,1.176
148,1.0483,0.1326,1.1781
149,1.0654,0.1209,1.1804
150,1.0813,0.1114,1.1827
151,1.096,0.104,1.185
152,1.1094,0.0988,1.1873
153,1.1215,0.0955,1.1894
154,1.1321,0.0939,1.1915
155,1.1413,0.0935,1.1933
156,1.149,0.0939,1.1949
157,1.1551,0.0947,1.1962
158,1.1595,0.0957,1.1971
159,1.1622,0.0966,1.1977
160,1.1632,0.0971,1.198
161,1.1627,0.0975,1.1979
162,1.1613,0.0976,1.1976
163,1.159,0.0976,1.1972
164,1.1558,0.0976,1.1965
165,1.1516,0.0977,1.1957
166,1.1467,0.0979,1.1947
167,1.1409,0.0984,1.1936
168,1.1343,0.0993,1.1924
169,1.1269,0.1008,1.1911
170,1.1188,0.103,1.1897
171,1.1099,0.106,1.1882
172,1.1004,0.11,1.1866
173,1.0901,0.115,1.1851
174,1.0792,0.121,1.1835
175,1.0677,0.1281,1.1819
176,1.0555,0.1362,1.1804
177,1.0428,0.1453,1.179
178,1.0295,0.1553,1.1776
179,1.0157,0.1662,1.1763
180,1.0014,0.178,1.1752
181,0.9865,0.1906,1.1742
182,0.9713,0.2039,1.1733
183,0.9556,0.2178,1.1727
184,0.9395,0.2324,1.1722
185,0.923,0.2475,1.172
186,0.9061,0.2631,1.172
187,0.8889,0.2792,1.1723
188,0.8714,0.2958,1.1728
189,0.8536,0.3127,1.1737
190,0.8356,0.3301,1.1748
191,0.8173,0.3477,1.1762
192,0.7988,0.3656,1.1779
193,0.7801,0.3838,1.1799
194,0.7613,0.4023,1.1823
195,0.7423,0.4209,1.185
196,0.7232,0.4397,1.188
197,0.704,0.4586,1.1913
198,0.6848,0.4776,1.195
199,0.6656,0.4968,1.1989
200,0.6463,0.5159,1.2032
201,0.6271,0.5352,1.2078
202,0.6079,0.5544,1.2126
203,0.5888,0.5736,1.2178
204,0.5697,0.5927,1.2232
205,0.5508,0.6117,1.2289
206,0.5321,0.6307,1.2348
207,0.5135,0.6495,1.2409
208,0.4951,0.6682,1.2473
209,0.477,0.6867,1.2538
210,0.4591,0.7049,1.2605
211,0.4415,0.723,1.2673
212,0.4242,0.7408,1.2742
213,0.4073,0.7583,1.2813
214,0.3907,0.7755,1.2884
215,0.3745,0.7923,1.2955
216,0.3588,0.8088,1.3027
217,0.3434,0.825,1.3099
218,0.3286,0.8407,1.317
219,0.3143,0.856,1.3241
220,0.3005,0.8708,1.3311
221,0.2873,0.8851,1.338
222,0.2746,0.899,1.3448
223,0.2626,0.9123,1.3514
224,0.2512,0.925,1.3578
225,0.2405,0.9372,1.3641
226,0.2304,0.9487,1.37
227,0.221,0.9596,1.3758
228,0.2123,0.9699,1.3812
229,0.2044,0.9795,1.3863
230,0.1972,0.9884,1.3911
231,0.1906,0.9965,1.3955
232,0.1848,1.0039,1.3996
233,0.1798,1.0106,1.4032
234,0.1754,1.0164,1.4065
235,0.1717,1.0214,1.4092
236,0.1687,1.0255,1.4115
237,0.1664,1.0288,1.4134
238,0.1647,1.0311,1.4147
239,0.1637,1.0325,1.4155
240,0.1633,1.033,1.4158
241,0.1633,1.033,1.4158
242,0.1633,1.033,1.4158
243,0.1633,1.033,1.4158
244,0.1633,1.033,1.4158
245,0.1633,1.033,1.4158
246,0.1633,1.033,1.4158
247,0.1633,1.033,1.4158
248,0.1633,1.033,1.4158
249,0.1633,1.033,1.4158
250,0.1633,1.033,1.4158
